Date,Molecular Total,Molecular New,Molecular Positive New,Antigen Positive New,Antigen New,Antigen Total,All Antigen Tests ,All Positive Antigen Tests,First Molecular Test per person,Repeat Molecular Tests,All Molecular Tests,All Positive Molecular Tests,All Molecular Tests_Higher Ed ONLY,All Positive Molecular Tests_Higher Ed ONLY,All Molecular Tests_MA without Higher ED,All Positive Molecular Tests_MA without Higher ED,7-day weighted average positive test rate all molecular tests in MA,7-day weighted average positive test rate all molecular tests_Higher Ed ONLY,7-day weighted average positive test rate all molecular tests_MA without Higher ED,7-day average All Molecular Tests,7-day average daily molecular tests_MA without Higher ED,7-day average daily molecular tests_Higher ED ONLY,7-day average daily POSITIVE molecular tests_MA without Higher ED,7-day average daily POSITIVE molecular tests_Higher ED ONLY
1/21/2022,10670054,26299,8457,1583,9214,1951172,28251,1674,,,88700,9738,34057,610,54643,9128,0.1246675087,0.02632482794,0.1785236401,92859.57143,60000.85714,32858.71429,10711.57143,865
1/22/2022,10684329,14275,4640,479,2408,1953580,5661,550,,,40333,5563,13400,270,26933,5293,0.1223195354,0.02508051305,0.1763901408,92974.28571,59749.85714,33224.42857,10539.28571,833.2857143
1/23/2022,10697747,13418,3905,484,2168,1955748,6301,561,,,42111,4690,16061,273,26050,4417,0.1189379341,0.0238721546,0.1725023976,92224.57143,58988,33236.57143,10175.57143,793.4285714
1/24/2022,10729840,32093,9752,1356,7858,1963606,28777,1530,,,143987,11336,63257,1150,80730,10186,0.1089646812,0.02180850669,0.1627599634,100868.8571,62371.42857,38497.42857,10151.57143,839.5714286
1/25/2022,10756505,26665,7793,1318,7312,1970918,22920,1415,,,109512,8933,48136,938,61376,7995,0.1015337633,0.02019871123,0.1544644895,94026.42857,56959,37067.42857,8798.142857,748.7142857
1/26/2022,10780158,23653,6646,1367,7576,1978494,25021,1486,,,100229,7745,45607,928,54622,6817,0.09376407638,0.01926823248,0.1456270125,91655.57143,54036.28571,37619.28571,7869.142857,724.8571429
1/27/2022,10800186,20028,5542,995,6888,1985382,21876,1100,,,102275,6504,46087,687,56188,5817,0.08691582675,0.01821421204,0.1377176584,89592.42857,51506,38086.42857,7093.285714,693.7142857
1/28/2022,10818129,17943,4740,792,5309,1990691,19766,870,,,83481,5666,40741,494,42740,5172,0.08109781197,0.01734427657,0.1310725421,88846.85714,49805.57143,39041.28571,6528.142857,677.1428571
1/29/2022,10819999,1870,419,82,723,1991414,2360,99,,,5316,564,615,15,4701,549,0.07741889315,0.01721662623,0.1254660592,83844.42857,46629.57143,37214.85714,5850.428571,640.7142857
1/30/2022,10828409,8410,1970,276,1630,1993044,4525,319,,,29919,2295,12959,218,16960,2077,0.07489399167,0.01721043349,0.1216858851,82102.71429,45331,36771.71429,5516.142857,632.8571429
1/31/2022,10850035,21626,5826,796,5234,1998278,19498,915,,,122764,6790,59173,833,63591,5957,0.06955244482,0.01623650905,0.1145453697,79070.85714,42882.57143,36188.28571,4912,587.5714286
2/1/2022,10869236,19201,4393,783,5086,2003364,15075,831,,,100236,5053,51828,711,48408,4342,0.06360846716,0.01512003424,0.1069983636,77745.71429,41030,36715.71429,4390.142857,555.1428571
2/2/2022,10886416,17180,3701,720,4778,2008142,15777,795,,,89206,4323,43685,558,45521,3765,0.05850558049,0.01378347864,0.09952572552,76171,39729.85714,36441.14286,3954.142857,502.2857143
2/3/2022,10901867,15451,3113,645,4778,2012920,15347,702,,,96234,3605,48305,461,47929,3144,0.0536767105,0.01278633223,0.09266629609,75308,38550,36758,3572.285714,470
2/4/2022,10910941,9074,1709,163,1707,2014627,7142,204,,,48486,2050,24156,273,24330,1777,0.050146192,0.01274919928,0.08594893414,70308.71429,35920,34388.71429,3087.285714,438.4285714
2/5/2022,10918503,7562,1429,152,1648,2016275,3958,186,,,24244,1697,8576,122,15668,1575,0.05050588058,0.01277133045,0.08626675355,73012.71429,37486.71429,35526,3233.857143,453.7142857
2/6/2022,10925610,7107,1337,169,1313,2017588,3814,203,,,26199,1616,10487,102,15712,1514,0.04953791028,0.01242841477,0.08452322149,72481.28571,37308.42857,35172.85714,3153.428571,437.1428571
2/7/2022,10943077,17467,3167,441,4216,2021804,14189,500,,,111777,3632,57271,516,54506,3116,0.04427235476,0.0112276307,0.0762990233,70911.71429,36010.57143,34901.14286,2747.571429,391.8571429
2/8/2022,10958459,15382,2548,418,3667,2025471,11366,468,,,88445,2901,46026,493,42419,2408,0.04090872509,0.01058673576,0.07029684865,69227.28571,35155,34072.28571,2471.285714,360.7142857
2/9/2022,10972412,13953,2224,376,3563,2029034,11345,428,,,79697,2574,41100,440,38597,2134,0.03804606363,0.01020256781,0.0655123536,67868.85714,34165.85714,33703,2238.285714,343.8571429
2/10/2022,10985772,13360,2006,368,3743,2032777,11607,394,,,87611,2340,45683,430,41928,1910,0.03603746524,0.0101843557,0.0619059873,66637,33308.57143,33328.42857,2062,339.4285714
2/11/2022,10996890,11118,1566,298,2760,2035537,9638,345,,,59769,1835,31596,274,28173,1561,0.03473632212,0.009873763703,0.0599908018,68248.85714,33857.57143,34391.28571,2031.142857,339.5714286
2/12/2022,11003604,6714,886,105,1335,2036872,2800,117,,,20280,1081,6862,118,13418,963,0.03372676654,0.009927831817,0.05795879073,67682.57143,33536.14286,34146.42857,1943.714286,339
2/13/2022,11009366,5762,796,90,1341,2038213,2870,116,,,20244,970,8048,105,12196,865,0.03277521627,0.01004285968,0.05603342026,66831.85714,33033.85714,33798,1851,339.4285714
2/14/2022,11024319,14953,2035,284,2941,2041154,10311,313,,,97107,2300,52294,575,44813,1725,0.03089684941,0.01051340837,0.05220633373,64736.14286,31649.14286,33087,1652.285714,347.8571429
2/15/2022,11039113,14794,1850,274,3471,2044625,9217,297,,,87650,2117,48697,565,38953,1552,0.02921800875,0.01070087075,0.04911086859,64622.57143,31154,33468.57143,1530,358.1428571
2/16/2022,11054541,15428,1766,307,3590,2048215,10230,338,,,78674,2032,39824,589,38850,1443,0.02808335272,0.01139894594,0.04588904004,64476.42857,31190.14286,33286.28571,1431.285714,379.4285714
2/17/2022,11069110,14569,1608,240,3787,2052002,9840,255,,,85622,1865,44356,492,41266,1373,0.02715056994,0.01173185081,0.04356155447,64192.28571,31095.57143,33096.71429,1354.571429,388.2857143
2/18/2022,11080419,11309,1106,176,3596,2055598,9078,200,,,57275,1304,30190,287,27085,1017,0.02611379159,0.01185993894,0.04126862467,63836,30940.14286,32895.85714,1276.857143,390.1428571
2/19/2022,11087105,6686,583,73,2051,2057649,3469,77,,,19217,701,5785,107,13432,594,0.02532363966,0.01186767542,0.03956231677,63684.14286,30942.14286,32742,1224.142857,388.5714286
2/20/2022,11093085,5980,577,67,1645,2059294,3170,79,,,19073,701,7275,123,11798,578,0.02478532133,0.01198663871,0.03830765459,63516.85714,30885.28571,32631.57143,1183.142857,391.1428571
2/21/2022,11103987,10902,1035,104,1921,2061215,5020,129,,,49511,1187,23563,323,25948,864,0.02495327715,0.01244929641,0.03760667302,56717.42857,28190.28571,28527.14286,1060.142857,355.1428571
2/22/2022,11120554,16567,1324,105,2185,2063400,6652,122,,,89747,1522,48738,458,41009,1064,0.02333138738,0.01191102032,0.03477140049,57017,28484,28533,990.4285714,339.8571429
2/23/2022,11132868,12314,1078,119,2149,2065549,6660,126,,,69045,1240,37687,352,31358,888,0.0218747593,0.01084041013,0.03323675324,55641.42857,27413.71429,28227.71429,911.1428571,306
2/24/2022,11144074,11206,991,114,2405,2067954,6681,128,,,70406,1161,36325,301,34081,860,0.02088309634,0.01029209287,0.03175230495,53467.71429,26387.28571,27080.42857,837.8571429,278.7142857
2/25/2022,11149034,4960,347,51,1750,2069704,4199,54,,,18162,436,6330,111,11832,325,0.02073033557,0.01071193642,0.03052673819,47880.14286,24208.28571,23671.85714,739,253.5714286
2/26/2022,11156864,7830,592,68,1708,2071412,2775,74,,,21424,689,7221,112,14203,577,0.02055915202,0.01064981841,0.03028861122,48195.42857,24318.42857,23877,736.5714286,254.2857143
2/27/2022,11163923,7059,499,84,1647,2073059,3124,87,,,19612,574,8203,110,11409,464,0.02015051479,0.01051366419,0.02968676401,48272.42857,24262.85714,24009.57143,720.2857143,252.4285714
2/28/2022,11182271,18348,1125,147,2637,2075696,6983,160,,,84873,1266,43885,363,40988,903,0.01845317988,0.009591855151,0.02748269148,53324.14286,26411.42857,26912.71429,725.8571429,258.1428571
3/1/2022,11198686,16415,913,139,2526,2078222,6112,147,,,68368,1037,33429,289,34939,748,0.01819602717,0.009463831754,0.02664839774,50270,25544.28571,24725.71429,680.7142857,234
3/2/2022,11210382,11696,707,150,2432,2080654,4800,168,,,47341,789,9803,102,37538,687,0.01802620341,0.009559491997,0.02467160387,47169.42857,26427.14286,20742.28571,652,198.2857143
3/3/2022,11212775,2393,123,52,1116,2081770,2444,58,,,11139,136,,,,,0.01818624755,,,38702.71429,,,,
